"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","W","GAA","SV%","SHO"
"*06rmr*","Alexei Medvedev","VAN","G","G","676","Gavitron","18","0","MNR","0","14%","0%","0","0","0","0","0"
"*03kgw*","Ben Meisner","(N/A)","G","G","677","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*059tc*","Alexei Melnichuk","TBL","G","G","678","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06tak*","Samuel Meloche","BUF","G","G","679","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*067xe*","Harrison Meneghin","TBL","G","G","680","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*065g1*","Riley Mercer","MIN","G","G","681","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03rjb*","Garrett Metcalf","(N/A)","G","G","682","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04duu*","Juha Metsola","(N/A)","G","G","683","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06bnm*","Tim Metzger","(N/A)","G","G","684","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060o0*","Karlis Mezsargs","(N/A)","G","G","685","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02fze*","Steve Michalek","(N/A)","G","G","686","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06xxu*","Yegor Midlak","FLA","G","G","687","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04rdr*","Amir Miftakhov","CAR","G","G","688","FA","25","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*024d9*","Corey Milan","(N/A)","G","G","689","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06uvo*","Anders Miller","(N/A)","G","G","690","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mj1*","Landon Miller","DET","G","G","691","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*068z0*","Quentin Miller","MTL","G","G","692","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*02iua*","Parker Milner","WSH","G","G","693","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mp3*","Jakub Milota","NSH","G","G","694","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*072g1*","Matthew Minchak","(N/A)","G","G","695","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03dhp*","Edwin Minney","(N/A)","G","G","696","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06kyy*","Brett Mirwald","(N/A)","G","G","697","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04atw*","Hunter Miska","COL","G","G","698","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01fwz*","Jason Missiaen","(N/A)","G","G","699","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05rkw*","Mareks Mitens","NJD","G","G","700","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01uoe*","Mattias Modig","(N/A)","G","G","701","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04mme*","Jared Moe","(N/A)","G","G","702","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0040v*","Al Montoya","(N/A)","G","G","703","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ma3*","Etienne Montpetit","(N/A)","G","G","704","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06l25*","Cole Moore","(N/A)","G","G","705","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03d13*","Brent Moran","NYI","G","G","706","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ry9*","Cale Morris","CHI","G","G","707","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01mzl*","Adam Morrison","(N/A)","G","G","708","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ry6*","Jake Morrissey","(N/A)","G","G","709","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0744c*","Ashton Morrow","(N/A)","G","G","710","FA","16","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05uw1*","Maxim Motorygin","(N/A)","G","G","711","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03ai8*","C.J. Motte","(N/A)","G","G","712","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c9i*","Pavel Moysevich","VGK","G","G","713","mertin","21","0","MNR","0","6%","0%","0","0","0","0","0"
"*03bfl*","Kurtis Mucha","(N/A)","G","G","714","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*065xh*","Jacob Mucitelli","(N/A)","G","G","715","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06hwh*","Derek Mullahy","(N/A)","G","G","716","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mjq*","Teodor Munther","(N/A)","G","G","717","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06h9a*","Connor Murphy","(N/A)","G","G","718","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01c9n*","Mike Murphy","(N/A)","G","G","719","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03zd0*","Jamie Murray","SJS","G","G","720","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04lok*","Matthew Murray","NSH","G","G","721","FA","28","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*02k1e*","John Muse","(N/A)","G","G","722","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06bnh*","Carsen Musser","UTA","G","G","723","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*060nx*","Tyler Muszelik","FLA","G","G","724","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*05uu7*","Jesper Myrenberg","(N/A)","G","G","725","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06j7t*","Ilya Nabokov","COL","G","G","726","Wags8210","23","0","MNR","0","24%","0%","0","0","0","0","0"
"*03ec9*","Zachary Nagelvoort","EDM","G","G","727","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*025z5*","Pat Nagle","(N/A)","G","G","728","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03e1s*","Ivan Nalimov","(N/A)","G","G","729","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*049vj*","Tommy Nappier","PIT","G","G","730","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003jg*","Kevin Nastiuk","(N/A)","G","G","731","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ugo*","Yegor Naumov","CAR","G","G","732","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051uv*","Logan Neaton","(N/A)","G","G","733","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06ce1*","Martin Neckar","(N/A)","G","G","734","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03xyo*","Chris Nell","(N/A)","G","G","735","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06tax*","Elijah Neuenschwander","ANA","G","G","736","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*004co*","Michal Neuvirth","(N/A)","G","G","737","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03cza*","Justin Nichols","(N/A)","G","G","738","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06iay*","Dustin Nickel","(N/A)","G","G","739","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yxa*","Mathias Niederberger","LAK","G","G","740","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06cld*","Vladimir Nikitin","OTT","G","G","741","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*05n0c*","Dmitri Nikolayev","(N/A)","G","G","742","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06nkb*","Nikolai Nikulshin","(N/A)","G","G","743","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051us*","Frederik Nissen Dichow","MTL","G","G","744","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06r67*","Tobias Normann","(N/A)","G","G","745","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072em*","Nikita Novosyolov","(N/A)","G","G","746","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03etc*","Melvin Nyffeler","(N/A)","G","G","747","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mja*","Axel Nyman","(N/A)","G","G","748","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ykf*","Paris O'Brien","(N/A)","G","G","749","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mpf*","Timofei Obvintsev","TOR","G","G","751","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03ajq*","Matt O'Connor","(N/A)","G","G","750","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060xv*","Andrew Oke","(N/A)","G","G","752","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rio*","Kristian Oldham","TBL","G","G","753","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02ycg*","Juho Olkinuora","(N/A)","G","G","754","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ojb*","Hugo Ollas","NYR","G","G","755","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02oan*","Collin Olson","CAR","G","G","756","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06oxs*","Eric Olsson","(N/A)","G","G","757","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06awe*","Matt Onuska","TOR","G","G","758","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rii*","Luke Opilka","(N/A)","G","G","759","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*070gy*","Michal Orsulak","(N/A)","G","G","760","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01y46*","Joni Ortio","(N/A)","G","G","761","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060yb*","Jacob Oster","(N/A)","G","G","762","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05no6*","Victor Ostman","SEA","G","G","763","FA","25","1,000,000","FA","0","5%","0%","0","0","0","0","0"
"*01zsc*","Martin Ouellette","BOS","G","G","764","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*042v0*","Griffen Outhouse","(N/A)","G","G","765","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ko0*","Shane Owen","(N/A)","G","G","766","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*026t0*","Mark Owuya","(N/A)","G","G","767","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04rdt*","Max Paddock","(N/A)","G","G","768","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03edw*","Maximilian Pajpach","(N/A)","G","G","769","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02oz6*","Frank Palazzese","(N/A)","G","G","770","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01mm1*","Joseph Palmer","CHI","G","G","771","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ofl*","Jordan Papirny","(N/A)","G","G","772","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05oj8*","Zachary Paputsakis","(N/A)","G","G","773","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04940*","Rylan Parenteau","VAN","G","G","774","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051tv*","Lukas Parik","LAK","G","G","775","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03za0*","Tyler Parks","(N/A)","G","G","776","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06r6a*","Jackson Parsons","OTT","G","G","777","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*06oxr*","John Parsons","(N/A)","G","G","778","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*042vy*","Tyler Parsons","CGY","G","G","779","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01unw*","Edward Pasquale","(N/A)","G","G","780","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02nq5*","Jake Paterson","MIN","G","G","781","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05o4n*","Jasper Patrikainen","(N/A)","G","G","782","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0243v*","Kent Patterson","(N/A)","G","G","783","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02gvm*","Jaroslav Pavelka","(N/A)","G","G","784","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05u4i*","Luke Pavicich","(N/A)","G","G","785","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01cwg*","Jordan Pearce","(N/A)","G","G","786","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*066pl*","Ethan Pearson","(N/A)","G","G","787","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01s7p*","Alexander Pechurskiy","PIT","G","G","788","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c9d*","Stephen Peck","(N/A)","G","G","789","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*042wi*","Wouter Peeters","CHI","G","G","790","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ug6*","Vyacheslav Peksa","TOR","G","G","791","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*06pdt*","Zach Pelletier","(N/A)","G","G","792","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03knu*","Lucas Peressini","(N/A)","G","G","793","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05y5p*","Yaniv Perets","(N/A)","G","G","794","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02bhw*","Samu Perhonen","EDM","G","G","795","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ecu*","Chase Perry","DET","G","G","796","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05r9m*","Ludvig Persson","(N/A)","G","G","797","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c9e*","Nico Pertuch","(N/A)","G","G","798","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03nqe*","Anthony Peters","(N/A)","G","G","799","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05n1k*","Brayden Peters","(N/A)","G","G","800","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004lt*","Justin Peters","(N/A)","G","G","801","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031qf*","Cal Petersen","MIN","G","G","802","FA","31","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04amz*","Keith Petruzzelli","PHI","G","G","803","FA","27","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*02odq*","Jamie Phillips","(N/A)","G","G","804","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04xck*","Colton Phinney","(N/A)","G","G","805","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01073*","Chet Pickard","(N/A)","G","G","806","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*00qry*","Timo Pielmeier","(N/A)","G","G","807","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06alg*","Blake Pietila","(N/A)","G","G","808","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05res*","Kari Piiroinen","(N/A)","G","G","809","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*070g0*","Jake Pilon","(N/A)","G","G","810","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*005hs*","Bryan Pitton","(N/A)","G","G","811","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003s7*","Tyler Plante","(N/A)","G","G","812","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06hcn*","Artemi Pleshkov","(N/A)","G","G","813","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06hcz*","Nikita Podlyagin","(N/A)","G","G","814","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03yjp*","Vladislav Podyapolsky","(N/A)","G","G","815","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004a6*","Justin Pogge","(N/A)","G","G","816","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*042xi*","Colton Point","DAL","G","G","817","FA","28","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*05oy8*","Remi Poirier","DAL","G","G","818","FA","24","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*04xdp*","Anthony Popovich","(N/A)","G","G","819","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003n3*","Tomas Popperle","(N/A)","G","G","820","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04zop*","Erik Portillo","LAK","G","G","821","btsay45","25","0","MNR","0","14%","0%","0","0","0","0","0"
"*06qqb*","Isak Posch","COL","G","G","822","FA","24","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*06s4g*","Michal Postava","DET","G","G","823","FA","24","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*01mkb*","Kevin Poulin","(N/A)","G","G","824","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*065jp*","Isaac Poulter","WPG","G","G","825","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*06tam*","Michal Pradel","DET","G","G","826","FA","19","1,000,000","FA","0","6%","0%","0","0","0","0","0"
"*003vz*","Carey Price","SJS","G","G","827","FA","38","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*06xwe*","Yevgeni Prokhorov","BUF","G","G","828","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04qzj*","Ivan Prosvetov","CGY","G","G","829","FA","27","1,000,000","FA","0","5%","0%","0","0","0","0","0"
"*05yjs*","Ivars Punnenovs","(N/A)","G","G","830","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ojd*","Colin Purcell","(N/A)","G","G","831","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04k20*","Eric Pye","(N/A)","G","G","832","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05uga*","Nikita Quapp","CAR","G","G","833","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*070h0*","Patrick Quinlan","(N/A)","G","G","834","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yov*","Antti Raanta","(N/A)","G","G","835","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*043j3*","Joseph Raaymakers","(N/A)","G","G","836","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06xw0*","Arseni Radkov","MTL","G","G","837","FA","18","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*06ai0*","Matt Radomsky","CGY","G","G","838","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ux9*","Marino Ramirez","(N/A)","G","G","839","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*00491*","Karri Ramo","(N/A)","G","G","840","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0603v*","Joe Ranger","(N/A)","G","G","841","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04amy*","Dayton Rasmussen","(N/A)","G","G","842","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*064wl*","Scott Ratzlaff","BUF","G","G","843","FA","20","1,000,000","FA","0","4%","0%","0","0","0","0","0"
"*06pww*","Joshua Ravensbergen","SJS","G","G","844","Lsleeves","19","0","MNR","0","22%","0%","0","0","0","0","0"
"*027gu*","Chris Rawlings","(N/A)","G","G","845","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04a9u*","Angus Redmond","(N/A)","G","G","846","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*024db*","Cody Reichard","(N/A)","G","G","847","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03d28*","James Reid","(N/A)","G","G","848","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03mnw*","Adam Reideborn","(N/A)","G","G","849","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*062lj*","Kevin Reidler","OTT","G","G","850","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*038hx*","Kenny Reiter","(N/A)","G","G","851","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*059wj*","Lucas Rheyneuclaudes","(N/A)","G","G","852","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06awk*","Samuel Richard","TOR","G","G","853","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01cwu*","Alec Richards","(N/A)","G","G","854","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01yqh*","Stefan Ridderwall","NYI","G","G","855","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05a12*","Christoffer Rifalk","(N/A)","G","G","856","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0321j*","Ty Rimmer","(N/A)","G","G","857","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mho*","Petteri Rimpinen","LAK","G","G","858","FA","19","1,000,000","FA","0","6%","0%","0","0","0","0","0"
"*03eq7*","Rasmus Rinne","(N/A)","G","G","859","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06pl9*","Henri Risikko","(N/A)","G","G","860","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c9g*","Charlie Robertson","(N/A)","G","G","861","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*038ij*","Josh Robinson","(N/A)","G","G","862","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rfy*","Mike Robinson","SJS","G","G","863","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04mug*","Mat Robson","BUF","G","G","864","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ld1*","Olivier Rodrigue","CHI","G","G","865","FA","25","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*02yef*","Grant Rollheiser","(N/A)","G","G","866","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0637x*","Deivs Rolovs","(N/A)","G","G","867","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06b5w*","Georgi Romanov","STL","G","G","868","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*0597m*","Sean Romeo","(N/A)","G","G","869","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01zs2*","Cody Rosen","NYI","G","G","870","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051vf*","Roddy Ross","PHI","G","G","871","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06aex*","Mathis Rousseau","(N/A)","G","G","872","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05gdc*","William Rousseau","MIN","G","G","873","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051x4*","Cameron Rowe","(N/A)","G","G","874","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01ge8*","Olivier Roy","(N/A)","G","G","875","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05a8z*","Niklas Rubin","(N/A)","G","G","876","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ant*","Joel Rumpel","(N/A)","G","G","877","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03rix*","Markus Ruusu","DAL","G","G","878","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05xs8*","Jan Ruzicka","(N/A)","G","G","879","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ok2*","Patrik Rybar","DET","G","G","880","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072pd*","Easton Rye","(N/A)","G","G","881","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01t7b*","Jussi Rynnas","(N/A)","G","G","882","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06mba*","Kim Saarinen","SEA","G","G","883","Lsleeves","19","0","MNR","0","4%","0%","0","0","0","0","0"
"*04xdq*","Alex Sakellaropoulos","(N/A)","G","G","884","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01fx8*","Alexander Salak","(N/A)","G","G","885","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04rzt*","Oskari Salminen","(N/A)","G","G","886","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06xwy*","Daniel Salonen","EDM","G","G","887","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04an0*","Alexander Samoilov","(N/A)","G","G","888","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0597l*","Alexander Samonov","(N/A)","G","G","889","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03mm7*","Ilya Samsonov","(N/A)","G","G","890","FA","29","1,000,000","FA","0","4%","0%","0","0","0","0","0"
"*04336*","Antoine Samuel","MTL","G","G","891","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06r6f*","Jesse Sanche","(N/A)","G","G","892","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03asa*","Felix Sandstrom","BUF","G","G","893","FA","29","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*01g60*","Harri Sateri","(N/A)","G","G","894","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01n87*","Billy Sauer","COL","G","G","895","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02ze7*","Clarke Saunders","(N/A)","G","G","896","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05109*","Isaiah Saville","LAK","G","G","897","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*05y9v*","Owen Savory","(N/A)","G","G","898","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*043c8*","Zachary Sawchenko","CBJ","G","G","899","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06qqa*","Owen Say","CGY","G","G","900","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*066qf*","Tommy Scarfone","(N/A)","G","G","901","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0457a*","Adam Scheel","NJD","G","G","902","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060y9*","Charlie Schenkel","(N/A)","G","G","903","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03ry8*","Eric Schierhorn","(N/A)","G","G","904","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
